TPLsp_append,OrganismType,SpeciesAuthor,Kingdom,Phylum,Class,Order,Family,SpeciesAccepted,Taxonomic.status,TPLsp
Choerospondias axillaris,Tree,Choerospondias_axillaris,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Anacardiaceae,Choerospondias axillaris,Accepted,Choerospondias axillaris
Cinnamomum camphora,Tree,Cinnamomum_camphora,Plantae,Magnoliophyta,Magnoliopsida,Laurales,Lauraceae,Cinnamomum camphora,Accepted,Cinnamomum camphora
Colubrina spinosa,Tree,Colubrina_spinosa,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rhamnaceae,Colubrina spinosa,Accepted,Colubrina spinosa
Cordia oncocalyx,Tree,Cordia_oncocalyx,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cordia oncocalyx,Accepted,Cordia oncocalyx
Crossopteryx febrifuga,Tree,Crossopteryx_febrifuga,Plantae,Magnoliophyta,Magnoliopsida,Asparagales,Rubiaceae,Crossopteryx febrifuga,Accepted,Crossopteryx febrifuga
Cryptocarya chinensis,Tree,Cryptocarya_chinensis,Plantae,Magnoliophyta,Magnoliopsida,Laurales,Lauraceae,Cryptocarya chinensis,Accepted,Cryptocarya chinensis
Cupressus guadalupensis,Tree,Cupressus_forbesii,Plantae,Pinophyta,Pinopsida,Pinales,Cupressaceae,Cupressus guadalupensis forbesii,Accepted,Cupressus guadalupensis
Curatella americana,Tree,Curatella_americana,Plantae,Tracheophyta,Magnoliopsida,Dilleniales,Dilleniaceae,Curatella americana,Accepted,Curatella americana
Dacrydium elatum,Tree,Dacrydium_elatum,Plantae,Pinophyta,Pinopsida,Pinales,Podocarpaceae,Dacrydium elatum,Accepted,Dacrydium elatum
Dendropanax trifidus,Tree,Dendropanax_trifidus,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Araliaceae,Dendropanax trifidus,Accepted,Dendropanax trifidus
Dicorynia guianensis,Tree,Dicorynia_guianensis,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Dicorynia guianensis,Accepted,Dicorynia guianensis
Dicymbe altsonii,Tree,Dicymbe_altsonii,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Dicymbe altsonii,Accepted,Dicymbe altsonii
Distylium racemosum,Tree,Distylium_racemosum,Plantae,Magnoliophyta,Magnoliopsida,Saxifragales,Hamamelidaceae,Distylium racemosum,Accepted,Distylium racemosum
Dracaena cinnabari,Tree,Dracaena_cinnabari,Plantae,Magnoliophyta,Magnoliopsida,Asparagales,Asparagaceae,Dracaena cinnabari,Accepted,Dracaena cinnabari
Duguetia neglecta,Tree,Duguetia_neglecta,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,Annonaceae,Duguetia neglecta,Accepted,Duguetia neglecta
Engelhardia roxburghiana,Tree,Engelhardia_roxburghiana,Plantae,Magnoliophyta,Magnoliopsida,Fagales,Juglandaceae,Engelhardia roxburghiana,Accepted,Engelhardia roxburghiana
Entandrophragma cylindricum,Tree,Entandrophragma_cylindricum,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Meliaceae,Entandrophragma cylindricum,Accepted,Entandrophragma cylindricum
Eperua falcata,Tree,Eperua_falcata,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Eperua falcata,Accepted,Eperua falcata
Euptelea pleiosperma,Tree,Euptelea_pleiospermum,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Eupteleaceae,Euptelea pleiosperma,Accepted,Euptelea pleiosperma
Fagus crenata,Tree,Fagus_crenata,Plantae,Magnoliophyta,Magnoliopsida,Fagales,Fagaceae,Fagus crenata,Accepted,Fagus crenata
Fagus grandifolia,Tree,Fagus_grandifolia,Plantae,Magnoliophyta,Magnoliopsida,Fagales,Fagaceae,Fagus grandifolia,Accepted,Fagus grandifolia
Fagus sylvatica,Tree,Fagus_sylvatica,Plantae,Magnoliophyta,Magnoliopsida,Fagales,Fagaceae,Fagus sylvatica,Accepted,Fagus sylvatica
Ficus microcarpa,Tree,Ficus_microcarpa,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Moraceae,Ficus microcarpa,Accepted,Ficus microcarpa
Ficus virens,Tree,Ficus_virens,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Moraceae,Ficus virens,Accepted,Ficus virens
Garcinia lucida,Tree,Garcinia_lucida,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia lucida,Accepted,Garcinia lucida
Gleditsia triacanthos,Tree,Gleditsia_triacanthos,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Gleditsia triacanthos,Accepted,Gleditsia triacanthos
Grias peruviana,Tree,Grias_peruviana,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Lecythidaceae,Grias peruviana,Accepted,Grias peruviana
Guaiacum sanctum,Tree,Guaiacum_sanctum,Plantae,Magnoliophyta,Magnoliopsida,Zygophyllales,Zygophyllaceae,Guaiacum sanctum,Accepted,Guaiacum sanctum
Guettarda viburnoides,Tree,Guettarda_viburnoides,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Rubiaceae,Guettarda viburnoides,Accepted,Guettarda viburnoides
Himatanthus drasticus,Tree,Himatanthus_drasticus,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Himatanthus drasticus,Accepted,Himatanthus drasticus
Juniperus procera,Tree,Juniperus_procera,Plantae,Pinophyta,Pinopsida,Pinales,Cupressaceae,Juniperus procera,Accepted,Juniperus procera
Khaya senegalensis,Tree,Khaya_senegalensis,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Meliaceae,Khaya senegalensis,Accepted,Khaya senegalensis
Khaya senegalensis,Tree,Khaya_senegalensis_2,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Meliaceae,Khaya senegalensis,Accepted,Khaya senegalensis
Khaya senegalensis,Tree,Khaya_senegalensis_3,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Meliaceae,Khaya senegalensis,Accepted,Khaya senegalensis
Koelreuteria bipinnata,Tree,Koelreuteria_bipinnata,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae,Koelreuteria bipinnata,Accepted,Koelreuteria bipinnata
Lacistema pubescens,Tree,Lacistema_pubescens,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Lacistemataceae,Lacistema pubescens,Accepted,Lacistema pubescens
Licania heteromorpha,Tree,Licania_heteromorpha,Plantae,Magnoliophyta,Magnoliopsida,Brassicales,Chrysobalanaceae,Licania heteromorpha,Accepted,Licania heteromorpha
Mezilaurus mahuba,Tree,Licaria_mahuba,Plantae,Magnoliophyta,Magnoliopsida,Laurales,Lauraceae,Mezilaurus mahuba,Accepted,Mezilaurus mahuba
Lithraea molleoides,Tree,Lithraea_ternifolia,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Anacardiaceae,Lithraea molleoides,Accepted,Lithraea molleoides
Magnolia macrophylla,Tree,Magnolia_dealbata,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia macrophylla dealbata,Accepted,Magnolia macrophylla
Magnolia fordiana,Tree,Manglietia_fordiana,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia fordiana,Accepted,Magnolia fordiana
Manilkara zapota,Tree,Manilkara_zapota,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Sapotaceae,Manilkara zapota,Accepted,Manilkara zapota
Melaleuca viridiflora,Tree,Melaleuca_viridiflora,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca viridiflora,Accepted,Melaleuca viridiflora
Melaleuca viridiflora,Tree,Melaleuca_viridiflora_2,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca viridiflora,Accepted,Melaleuca viridiflora
Microberlinia bisulcata,Tree,Microberlinia_bisulcata,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Microberlinia bisulcata,Accepted,Microberlinia bisulcata
Microberlinia bisulcata,Tree,Microberlinia_bisulcata_2,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Microberlinia bisulcata,Accepted,Microberlinia bisulcata
Mora paraensis,Tree,Mora_paraensis,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Mora paraensis,Accepted,Mora paraensis
Moringa peregrina,Tree,Moringa_peregrina,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Moringaceae,Moringa peregrina,Accepted,Moringa peregrina
Myoporum platycarpum,Tree,Myoporum_platycarpum,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Scrophulariaceae,Myoporum platycarpum,Unresolved,Myoporum platycarpum
Myrcia sylvatica,Tree,Myrcia_sylvatica,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrcia sylvatica,Accepted,Myrcia sylvatica
Myrsine guianensis,Tree,Myrsine_guianensis,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Primulaceae,Myrsine guianensis,Accepted,Myrsine guianensis
Nothofagus fusca,Tree,Nothofagus_fusca,Plantae,Magnoliophyta,Magnoliopsida,Fagales,Nothofagaceae,Nothofagus fusca,Accepted,Nothofagus fusca
Ocotea usambarensis,Tree,Ocotea_usambarensis,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Ocotea usambarensis,Accepted,Ocotea usambarensis
Olea europaea,Tree,Olea_europaea_subsp._cuspidata,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Oleaceae,Olea europaea cuspidata,Accepted,Olea europaea
Oxandra asbeckii,Tree,Oxandra_asbeckii,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,Annonaceae,Oxandra asbeckii,Accepted,Oxandra asbeckii
Parashorea chinensis,Tree,Parashorea_chinensis,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,Dipterocarpaceae,Parashorea chinensis,Accepted,Parashorea chinensis
Parkinsonia aculeata,Tree,Parkinsonia_aculeata,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Parkinsonia aculeata,Accepted,Parkinsonia aculeata
Pentaclethra macroloba,Tree,Pentaclethra_macroloba,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Pentaclethra macroloba,Accepted,Pentaclethra macroloba
Phyllanthus emblica,Tree,Phyllanthus_emblica,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Phyllanthus emblica,Accepted,Phyllanthus emblica
Phyllanthus emblica,Tree,Phyllanthus_emblica_2,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Phyllanthus emblica,Accepted,Phyllanthus emblica
Phyllanthus emblica,Tree,Phyllanthus_emblica_3,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Phyllanthus emblica,Accepted,Phyllanthus emblica
Phyllanthus indofischeri,Tree,Phyllanthus_indofischeri,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Phyllanthus indofischeri,Accepted,Phyllanthus indofischeri
Picea glehnii,Tree,Picea_glehnii,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Picea glehnii,Accepted,Picea glehnii
Picea jezoensis,Tree,Picea_jezoensis,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Picea jezoensis,Accepted,Picea jezoensis
Pinus albicaulis,Tree,Pinus_albicaulis,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Pinus albicaulis,Accepted,Pinus albicaulis
Pinus albicaulis,Tree,Pinus_albicaulis_2,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Pinus albicaulis,Accepted,Pinus albicaulis
Pinus albicaulis,Tree,Pinus_albicaulis_3,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus albicaulis,Accepted,Pinus albicaulis
Pinus cembroides,Tree,Pinus_cembroides,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Pinus cembroides,Accepted,Pinus cembroides
Pinus jeffreyi,Tree,Pinus_jeffreyi,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Pinus jeffreyi,Accepted,Pinus jeffreyi
Pinus fenzeliana,Tree,Pinus_kwangtungensis,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Pinus fenzeliana,Accepted,Pinus fenzeliana
Pinus lambertiana,Tree,Pinus_lambertiana,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Pinus lambertiana,Accepted,Pinus lambertiana
Pinus lambertiana,Tree,Pinus_lambertiana_2,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Pinus lambertiana,Accepted,Pinus lambertiana
Pinus massoniana,Tree,Pinus_massoniana,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Pinus massoniana,Accepted,Pinus massoniana
Pinus maximartinezii,Tree,Pinus_maximartinezii,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Pinus maximartinezii,Accepted,Pinus maximartinezii
Pinus monticola,Tree,Pinus_monticola,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Pinus monticola,Accepted,Pinus monticola
Pinus nelsonii,Tree,Pinus_nelsonii,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Pinus nelsonii,Accepted,Pinus nelsonii
Pinus nigra,Tree,Pinus_nigra,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Pinus nigra,Accepted,Pinus nigra
Pinus nigra,Tree,Pinus_nigra_subsp._laricio,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Pinus nigra laricio,Accepted,Pinus nigra
Pinus palustris,Tree,Pinus_palustris,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Pinus palustris,Accepted,Pinus palustris
Pinus pinaster,Tree,Pinus_pinaster,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Pinus pinaster,Accepted,Pinus pinaster
Pinus ponderosa,Tree,Pinus_ponderosa,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Pinus ponderosa,Accepted,Pinus ponderosa
Pinus radiata,Tree,Pinus_radiata,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus radiata,Accepted,Pinus radiata
Pinus strobus,Tree,Pinus_strobus,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Pinus strobus,Accepted,Pinus strobus
Pinus sylvestris,Tree,Pinus_sylvestris,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Pinus sylvestris,Accepted,Pinus sylvestris
Platymiscium filipes,Tree,Platymiscium_filipes,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Platymiscium filipes,Accepted,Platymiscium filipes
Pouteria sagotiana,Tree,Pouteria_sagotiana,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Sapotaceae,Pouteria sagotiana,Accepted,Pouteria sagotiana
Prioria copaifera,Tree,Prioria_copaifera,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Prioria copaifera,Accepted,Prioria copaifera
Prosopis flexuosa,Tree,Prosopis_•Ââexuosa,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Prosopis flexuosa,Accepted,Prosopis flexuosa
Prosopis glandulosa,Tree,Prosopis_glandulosa,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Prosopis glandulosa,Accepted,Prosopis glandulosa
Prosopis laevigata,Tree,Prosopis_laevigata,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Prosopis laevigata,Accepted,Prosopis laevigata
Prunus africana,Tree,Prunus_africana,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Prunus africana,Accepted,Prunus africana
Prunus mahaleb,Tree,Prunus_mahaleb,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Prunus mahaleb,Accepted,Prunus mahaleb
Prunus serotina,Tree,Prunus_serotina,Plantae,Plantae,Magnoliopsida,Rosales,Rosaceae,Prunus serotina,Accepted,Prunus serotina
Psidium guajava,Tree,Psidium_guajava,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Psidium guajava,Accepted,Psidium guajava
Pterocarpus angolensis,Tree,Pterocarpus_angolensis,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Pterocarpus angolensis,Accepted,Pterocarpus angolensis
Pterocarya rhoifolia,Tree,Pterocarya_rhoifolia,Plantae,Magnoliophyta,Magnoliopsida,Fagales,Juglandaceae,Pterocarya rhoifolia,Accepted,Pterocarya rhoifolia
Quercus buckleyi,Tree,Quercus_buckleyi,Plantae,Magnoliophyta,Magnoliopsida,Fagales,Fagaceae,Quercus buckleyi,Accepted,Quercus buckleyi
Quercus mongolica,Tree,Quercus_crispula,Plantae,Magnoliophyta,Magnoliopsida,Fagales,Fagaceae,Quercus mongolica crispula,Accepted,Quercus mongolica
Quercus eduardi,Tree,Quercus_eduardi,Plantae,Magnoliophyta,Magnoliopsida,Fagales,Fagaceae,Quercus eduardi,Accepted,Quercus eduardi
Quercus potosina,Tree,Quercus_potosina,Plantae,Magnoliophyta,Magnoliopsida,Fagales,Fagaceae,Quercus potosina,Accepted,Quercus potosina
Quercus rugosa,Tree,Quercus_rugosa,Plantae,Magnoliophyta,Magnoliopsida,Fagales,Fagaceae,Quercus rugosa,Accepted,Quercus rugosa
Rhizophora mangle,Tree,Rhizophora_mangle,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Rhizophoraceae,Rhizophora mangle,Accepted,Rhizophora mangle
Rhododendron ponticum,Tree,Rhododendron_ponticum,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron ponticum,Accepted,Rhododendron ponticum
Rhododendron ponticum,Tree,Rhododendron_ponticum_2,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron ponticum,Accepted,Rhododendron ponticum
Roupala montana,Tree,Roupala_montana,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Roupala montana,Accepted,Roupala montana
Sapium sebiferum,Tree,Sapium_sebiferum,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Sapium sebiferum,Accepted,Sapium sebiferum
Scaphium macropodum,Tree,Scaphium_borneense,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Malvaceae,Scaphium macropodum,Accepted,Scaphium macropodum
Scaphium macropodum,Tree,Scaphium_macropodum,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Malvaceae,Scaphium macropodum,Accepted,Scaphium macropodum
Schima superba,Tree,Schima_superba,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Theaceae,Schima superba,Accepted,Schima superba
Sclerocarya birrea,Tree,Sclerocarya_birrea,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Anacardiaceae,Sclerocarya birrea,Accepted,Sclerocarya birrea
Sequoia sempervirens,Tree,Sequoia_sempervirens,Plantae,Pinophyta,Pinopsida,Pinales,Cupressaceae,Sequoia sempervirens,Accepted,Sequoia sempervirens
Sequoia sempervirens,Tree,Sequoia_sempervirens_2,Plantae,Pinophyta,Pinopsida,Pinales,Cupressaceae,Sequoia sempervirens,Accepted,Sequoia sempervirens
Shorea acuminata,Tree,Shorea_acuminata,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Dipterocarpaceae,Shorea acuminata,Unresolved,Shorea acuminata
Shorea bracteolata,Tree,Shorea_bracteolata,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Dipterocarpaceae,Shorea bracteolata,Unresolved,Shorea bracteolata
Shorea leprosula,Tree,Shorea_leprosula,Plantae,Magnoliophyta,Magnoliopsida,Dipsacales,Dipterocarpaceae,Shorea leprosula,Unresolved,Shorea leprosula
Shorea leprosula,Tree,Shorea_leprosula_2,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Dipterocarpaceae,Shorea leprosula,Unresolved,Shorea leprosula
Shorea maxwelliana,Tree,Shorea_maxwelliana,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Dipterocarpaceae,Shorea maxwelliana,Unresolved,Shorea maxwelliana
Shorea ovalis,Tree,Shorea_ovalis,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Dipterocarpaceae,Shorea ovalis,Unresolved,Shorea ovalis
Shorea quadrinervis,Tree,Shorea_quadrinervis,Plantae,Magnoliophyta,Magnoliopsida,Dipsacales,Dipterocarpaceae,Shorea quadrinervis,Unresolved,Shorea quadrinervis
Stryphnodendron microstachyum,Tree,Stryphnodendron_excelsum,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Stryphnodendron microstachyum,Accepted,Stryphnodendron microstachyum
Styrax obassis,Tree,Styrax_obassia,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Styracaceae,Styrax obassis,Accepted,Styrax obassis
Swietenia macrophylla,Tree,Swietenia_macrophylla,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Meliaceae,Swietenia macrophylla,Accepted,Swietenia macrophylla
Swietenia macrophylla,Tree,Swietenia_macrophylla_2,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Meliaceae,Swietenia macrophylla,Accepted,Swietenia macrophylla
Syzygium jambos,Tree,Syzygium_jambos,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium jambos,Accepted,Syzygium jambos
Syzygium rehderianum,Tree,Syzygium_rehderianum,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium rehderianum,Accepted,Syzygium rehderianum
Tachigali vasquezii,Tree,Tachigali_vasquezii,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Tachigali vasquezii,Accepted,Tachigali vasquezii
Taxodium huegelii,Tree,Taxodium_mucronatum,Plantae,Pinophyta,Pinopsida,Pinales,Cupressaceae,Taxodium huegelii,Accepted,Taxodium huegelii
Taxus brevifolia,Tree,Taxus_brevifolia,Plantae,Pinophyta,Pinopsida,Pinales,Taxaceae,Taxus brevifolia,Accepted,Taxus brevifolia
Taxus brevifolia,Tree,Taxus_brevifolia_2,Plantae,Pinophyta,Pinopsida,Pinales,Taxaceae,Taxus brevifolia,Accepted,Taxus brevifolia
Taxus floridana,Tree,Taxus_floridana,Plantae,Pinophyta,Pinopsida,Pinales,Taxaceae,Taxus floridana,Accepted,Taxus floridana
Tetraberlinia bifoliolata,Tree,Tetraberlinia_bifoliolata,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Tetraberlinia bifoliolata,Accepted,Tetraberlinia bifoliolata
Tetraberlinia bifoliolata,Tree,Tetraberlinia_bifoliolata_2,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Tetraberlinia bifoliolata,Accepted,Tetraberlinia bifoliolata
Torreya taxifolia,Tree,Torreya_taxifolia,Plantae,Pinophyta,Pinopsida,Pinales,Taxaceae,Torreya taxifolia,Accepted,Torreya taxifolia
Tsuga canadensis,Tree,Tsuga_canadensis,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Tsuga canadensis,Accepted,Tsuga canadensis
Vatica mangachapoi,Tree,Vatica_hainanensis,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Dipterocarpaceae,Vatica mangachapoi,Accepted,Vatica mangachapoi
Virola surinamensis,Tree,Virola_surinamensis,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,Myristicaceae,Virola surinamensis,Accepted,Virola surinamensis
Vochysia ferruginea,Tree,Vochysia_ferruginea,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Vochysiaceae,Vochysia ferruginea,Accepted,Vochysia ferruginea
Vouacapoua americana,Tree,Vouacapoua_americana,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Vouacapoua americana,Accepted,Vouacapoua americana
Ziziphus jujuba,Tree,Ziziphus_mauritiana,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,Ziziphus jujuba,Accepted,Ziziphus jujuba
Commiphora_sp,Tree,NA,Plantae,NA,NA,NA,NA,Commiphora_sp,NA,NA
Plectocomia_sp,Tree,NA,Plantae,NA,NA,NA,NA,Plectocomia_sp,NA,NA
Bombycilaena_sp,Tree,NA,Plantae,NA,NA,NA,NA,Bombycilaena_sp,NA,NA
Morettia_sp,Tree,NA,Plantae,NA,NA,NA,NA,Morettia_sp,NA,NA
Dubautia_sp,Tree,NA,Plantae,NA,NA,NA,NA,Dubautia_sp,NA,NA
Eltroplectris_calcarata,Tree,NA,Plantae,NA,NA,NA,NA,Eltroplectris_calcarata,NA,NA
Thesidium_sp,Tree,NA,Plantae,NA,NA,NA,NA,Thesidium_sp,NA,NA
Kalanchoe_sp,Tree,NA,Plantae,NA,NA,NA,NA,Kalanchoe_sp,NA,NA
Clinopodium_sp,Tree,NA,Plantae,NA,NA,NA,NA,Clinopodium_sp,NA,NA
Helianthella_sp,Tree,NA,Plantae,NA,NA,NA,NA,Helianthella_sp,NA,NA
Rhododendron_sp,Tree,NA,Plantae,NA,NA,NA,NA,Rhododendron_sp,NA,NA
Cryptantha_sp,Tree,NA,Plantae,NA,NA,NA,NA,Cryptantha_sp,NA,NA
Centrosema_sp,Tree,NA,Plantae,NA,NA,NA,NA,Centrosema_sp,NA,NA
Cytisus_sp,Tree,NA,Plantae,NA,NA,NA,NA,Cytisus_sp,NA,NA
Platanthera_sp,Tree,NA,Plantae,NA,NA,NA,NA,Platanthera_sp,NA,NA
Toxicodendron_sp,Tree,NA,Plantae,NA,NA,NA,NA,Toxicodendron_sp,NA,NA
